message,label
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020
",malicious
"Ok set let u noe e details later...
",benign
"FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
",malicious
"Jason says it's cool if we pick some up from his place in like an hour
",benign
"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.
",benign
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT
",benign
"Y lei?
",benign
"Not directly behind... Abt 4 rows behind ü...
",benign
"I went to project centre
",benign
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.
",benign
"Not yet chikku..going to room nw, i'm in bus..
",benign
"Went fast asleep dear.take care.
",benign
"I'm at work. Please call
",benign
"Audrie lousy autocorrect
",benign
"I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
",benign
"Can... I'm free...
",benign
"Now get step 2 outta the way. Congrats again.
",benign
"Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
",benign
"Ok.. Ü finishing soon?
",benign
"I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
",benign
"Can you do a mag meeting this avo at some point?
",benign
"Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
",benign
"I am in hospital da. . I will return home in evening
",benign
"Are you plans with your family set in stone ?
",benign
"Good Morning my Dear Shijutta........... Have a great &amp; successful day.
",benign
"We r outside already.
",benign
"I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
",benign
"Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
",malicious
"Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
",benign
"Meeting u is my work. . . Tel me when shall i do my work tomorrow
",benign
"Nope i waiting in sch 4 daddy... 
",benign
"U calling me right? Call my hand phone...
",benign
"We have pizza if u want
",benign
"Ü predict wat time ü'll finish buying?
",benign
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16
",malicious
"Also that chat was awesome but don't make it regular unless you can see her in person
",benign
"I'm freezing and craving ice. Fml
",benign
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.
",benign
"My sister going to earn more than me da.
",benign
"Where you. What happen
",benign
"I am literally in bed and have been up for like  &lt;#&gt;  hours
",benign
"Nah, Wednesday. When should I bring the mini cheetos bag over?
",benign
"Well good morning mr . Hows london treatin' ya treacle?
",benign
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da
",benign
"Hmm .. Bits and pieces lol ... *sighs* ...
",benign
"Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
",benign
"Lol no. Just trying to make your day a little more interesting
",benign
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...
",malicious
"Alright, we're all set here, text the man
",benign
"Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
",malicious
"Can i get your opinion on something first?
",benign
"Sorry, I'll call later
",benign
"You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
",benign
"Hey i'm bored... So i'm thinking of u... So wat r u doing?
",benign
"Do you like shaking your booty on the dance floor?
",benign
"You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
",malicious
"Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
",benign
"What do u reckon as need 2 arrange transport if u can't do it, thanks
",benign
"Huh means computational science... Y they like dat one push here n there...
",benign
"3. You have received your mobile content. Enjoy
",malicious
"K so am I, how much for an 8th? Fifty?
",benign
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U
",benign
"Hey check it da. I have listed da.
",benign
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)
",benign
"She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
",benign
"Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
",benign
"Once free call me sir. I am waiting for you.
",benign
"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...
",benign
"Hahaha..use your brain dear
",benign
"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...
",benign
"This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
",benign
"Still at west coast... Haiz... Ü'll take forever to come back...
",benign
"Erm. I thought the contract ran out the4th of october.
",benign
"I.ll hand her my phone to chat wit u
",benign
"Ok i am on the way to railway
",benign
"Honey boo I'm missing u.
",benign
"Ooooooh I forgot to tell u I can get on yoville on my phone
",benign
"K..k:)how about your training process?
",benign
"Well. Im computerless. Time to make some oreo truffles
",benign
"Sorry man, my stash ran dry last night and I can't pick up more until sunday
",benign
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins
",malicious
"watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
",benign
"Excellent! Are you ready to moan and scream in ecstasy?
",benign
":( but your not here....
",benign
"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)
",benign
"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.
",benign
"It shall be fine. I have avalarr now. Will hollalater
",benign
"Sorry i'm not free...
",benign
"Dude how do you like the buff wind.
",benign
"Watching tv now. I got new job :)
",benign
"X2  &lt;#&gt; . Are you going to get that
",benign
"This phone has the weirdest auto correct.
",benign
"Talk to g and x about that
",benign
"hanks lotsly!
",benign
"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr
",malicious
"I've reached already.
",benign
"Anything lor but toa payoh got place 2 walk meh...
",benign
"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?
",benign
"Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
",malicious
"R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
",benign
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!
",malicious
"You have 1 new message. Please call 08718738034.
",malicious
"Haha awesome, I might need to take you up on that, what you doin tonight?
",benign
"22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
",malicious
"No prob. I will send to your email.
",benign
"K..i deleted my contact that why?
",benign
"Prabha..i'm soryda..realy..frm heart i'm sory
",benign
"Well obviously not because all the people in my cool college life went home ;_;
",benign
"How come u got nothing to do?
",benign
"Are you this much buzy
",benign
"* Will be september by then!
",benign
"Sorry, I'll call later
",benign
"Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
",benign
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
",benign
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.
",benign
"No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
",benign
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time
",benign
"Finish already... Yar they keep saying i mushy... I so embarrassed ok...
",benign
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.
",benign
"I will be gentle princess! We will make sweet gentle love...
",benign
"1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
",benign
"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.
",benign
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea
",benign
"""Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx""
",benign
"XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
",malicious
